review_text,rating
great pizza and great service,5
went downhill over the past  years and its just really ghetto if youre looking for a bunch of rowdy drinkers who will probably stab you this is a spot,1
i want to slap every person who recommended this place to me just tried it for the first time gross gave me and my daughter diarrhea dont eat here,1
"we walked in and the place did not smell like a pizza restaurant it smelled of cleaning solution
pizza is good the pepperoni needs to be chopped up more didnt care for the big chunks  as they were not very appetizing
got order to go was given just enough plates for the greasiness of the pizza would have preferred extra plates its common sense
atmosphere was same old looking place from years ago
arcade area was getting remodeled",4
pizza烤的不錯，可能語言有代溝吧，最後才發現雞翅膀沒點到。小費基本不用給，沒什麼服務,4
heard about this san jose favorite from friends so had to see for self not too busy on a saturday at lunchtime plenty of parking and tables available ordered the linguisa sandwich hawaiian pizza and a pepperoni service was great welcoming and friendly food was just ok nothing stood out bar was busy and restaurant got busy shortly after arriving will have to ask friends what the hype is all about been there since  wouldnt mind returning with recommendations,4
i love there wings,5
havent been there in many years still really awesome pizza,5
i went to the front counter to see if i can get my pizza boxed but when i asked for help he ignored me and kept walking but a nice lady that works there came right away with a smile and helped me ive going there since i was  years old love the place but you cant really say every restaurant is perfect had a food experience besides that one guy ill definitely keep going,5
lately the pizzas are very bad full of giant bubbles poorly counted the customer service is very bad if it is home delivery they arrive around  hour cold with hard cheese and the service that the indians do in this branch is terrible i do not recommend it,1
scheduled order did not work in this store staff was not friendly to deal with their miss pizza came with less portion of cheese and toppings,1
good option to buy cheese pizza,4
"didnt get any pizza ironically but there other offers are pretty good especially with the cost of fast food these days

the sandwich was probably the weakest out of the three but still was fine for its price",5
almost i added toppings to my pizza and there are only when i opened it most of my toppings were missing and when my husband tried to pay with card the employee ask him for cash and my husband said don’t have any cash and he asks my husband to search for cash in car and when my husband says no he started asking to do zelle for no reason,1
"this ones for all you pizza lovers going on right nownote this is only going on at the  berryessa rd suite  locationand you have to order on linebut the deal is you can order any crust any toppings sml size for  total is like now that being said the guy that runs the oven isnt a very into his job kinda guythe problem is he doesnt keep an eye on the pizza and result being you end up with huge spots on your pizza with no toppings just crust and that disappointed_faceand although i havent been charged extra yet but supposably there is a limit on toppings and this special ends on  so pizza out dude and dont forget the beer
late",3
the worst dominos in my nearby area today they got our order wrong and didn’t include half of the toppings ordered and didn’t add any extra toppings indicated in addition the pizza was overcooked we thought we’d try this place again because of a possible consistency issue but it’s clear now that it’s a recurring issue we will not be back,1
advertising any extra toppings pizza  i gave it a tried too good to be true each slice of pizza has one slice of jalapeno pepper one slice of pepperonis and couple olive rings didnt have any tomatoes sauce its the worse pizza i ever have very deceiving fool me once shame on you,1
said they delivered my order but did not then won’t answer the phone when i am calling the rest us rant to figure out what’s going on,1
ordered a pizza today it was flat and cheese just came off the dough i asked for red flakes he said no tight away i said huh the little packets he was like no you did not order when you ordered i was confused then he say’s you have to oay  for this pulls out a little small can of it … ummm what so the pizza is flat no flakes … never coming back back in the day it was not like this i do not know what happened,1
i generally order online and pick up i like the price and taste of their pizzas sometimes they get the order wrong though,3
app took the order and showed prepared and ready for pick up but shop is not open,1
really good new york style pizza which happens to be my favorite and restaurant had a cool s vibe which i really liked,5
awesome place and pizza,5
great pizza place with fair prices,5
"very cool pizza spot i think the cheese was better than the pepperoni and its a little expensive a slice but overall decent

there are many different options as well as vegan slices so a major plus to me i also recommend there cinnamon bread pizza thing cannot recall the name",4
i dined out the pizza was delicious although i would like not so soft it is difficult to eat when it folds in itself the attendants were super friendly,4
love the pizza after a hard practice this is the place to hit up pizza is great served hot with tons of ranch  a slice thin crust lots of toppings enjoyed there is a line for service when the place gets busy homeless people near the street so a little bit worried,5
"a great pizza place with some really good beer loved the pitchers of blood orange beer they had  great pizza and great garlic bread stick stuff too

very friendly staff as well  great pizza by the spice but they were running a one topping pizza special that night which was very nice was good for our table  the slices are huge

yum be nice if they were down in florida",5
perfect for late night pizza cravings,5
no custom topings,4
pizza is always amazing,5
solid pizza both the ny and detroit slices are really good they throw them back in the oven for a few minutes so you get that crispy under carriage the only complaint i have is the lack of cleanliness of the place trash and dirt is everywhere and the tables are sticky nauseated_face,3
i had the new yorkstyle margherita pizza and it was fantastic the crust was soft and pliable on the inside with a nice crispy edge the sauce had the perfect balance of tanginess making each bite delicious overall i was completely satisfied with the pizza,5
i ordered the spicy d with olive oil freshly grated cheese and hot honey drizzle the pizza came loaded with pepperoni veggies cheese topped with pizza sauce and red peppers the crust was crunchy on the outside and airy on the inside the dough had a savory flavor to it the pizza sauce on top helped cut out the saltiness from all the topping and the sweetness of the tomatoes helped balance all the flavor love the hint of herbs that were used the toppings all worked really well together i added the hot honey for extra it gave the pizza an extra layer of flavor sweet heat this time around i got the detroit style i will definitely be back to try the other styles of pizzas new york and sicilian,4
fantastic i don’t usually like detroit style all that much but theirs is really good topped with olive oil fresh parm and fresh basil chefs kiss,5
"the pizza was okay nothing special the service was fine but when i asked for peppers the guy just told me i could grab some from the table or get togo peppers since i had a togo order i asked for the togo ones and he seemed kinda annoyed when handing them to me—even though that should be common sense

i also mentioned that my family doesn’t eat pork and usually gets chicken or garlic pizzas but he told me chicken is the only topping they don’t have which was a letdown personally i eat anything that tastes good also they don’t have regular garlic bread only cheese garlic bread",3
i wanted to like soh so bad but unfortunately it didnt meet our expectations first i ordered for pick up and it was smooth for the most part but i made the mistake of not checking our pizza before leaving i came home and our pizza was burnt it wasnt even like a good char as you can see in the picture it was really just burnt i shouldve taken a picture under our pizza but it was also extremely soggy that i couldnt lift it up without it breaking the middle pieces were the most soggy the contrast between the soggy middle and the rock hard crusts really threw me off we got the post street hoping it might compare to prince street pizzas spicy vodka pizza but unfortunately the flavor was lacking and didnt blow our minds i wish i could give soh another chance but for the amount theyre charging for a pizza and even a slice i cant bring myself to it,1
wearing no gloves while touching cooked food about to be served is nasty,1
awesome style of pizza and delicious,5
one of best pizzas i have eaten in bay area,5
amazing deep dish  ill tell you about the thin crust when i can finally find a time i dont want to eat the deep dish  very fun small  nonchain place with great energy really good things cooking people who want to work there and thus a constant stream of people coming in,5
awesome and friendly staff great tasting pizza and presentation is always great smiling_face_with_smiling_eyes,5
if you are prepared to spend an outrageous amount of money on the best pizza in all of san jose go here,5
i placed my order for a pizza that wasn’t ready made the cashier said it’d be  mins and she’ll ring us up when it’s ready  mins past nothing yet we ask them what’s happening they tell us that order “didnt make it to them” once we voiced our complaints about waiting  mins for nothing the cashier who is now a different person tells us we’re harassing them and it’s not their problem then the cashier that supposedly took our order comes out we say that she took our order they ask if we paid and we say no she said she’d charge us one it’s ready just to be clear it was me and a friend that ordered  slices each of the detroit vs everyone we were both told it’d be a  min wait and we’d be charged when it was ready terrible service don’t even bother they take no accountability for their faults we waited  mins just for them to tell us that it’s our fault,1
"on january th at  pm i visited the restaurant with three friends each placing separate orders i ordered three slices of pizza while a friend ordered two the staff member at the counter informed us that our food would take about  minutes to prepare and we agreed to that timeframe knowing we would be charged upon completion

however after some time two of our orders were brought out and the staff again inquired about the remaining order we confirmed our order and they reassured us it would be ready soon as closing time approached at  pm a staff member informed us that they were closing we expressed that we were still waiting for our order but they responded with confusion stating they had no record of our order and that the kitchen was now closed

it felt intentional for them to wait until closing time to inform us of the kitchens status as regular customers who often enjoy their offerings we were disappointed with this experience especially given the premium prices due to this extremely poor customer service we have decided not to return",1
solid pizza slices super good crispy crust good flavor  per slice kinda pricey heavy on the toppings good ranch definitely recommend smiling_face_with_smiling_eyes,5
